Date,Open,High,Low,Close,Adj Close,Volume
2020-06-04,25.370001,25.370001,25.268000,25.268000,24.132673,4400
2020-06-05,25.650000,25.660000,25.566000,25.566000,24.417284,400
2020-06-08,25.719999,25.719999,25.694000,25.694000,24.539532,600
2020-06-09,25.639999,25.709999,25.620001,25.649000,24.496555,8600
2020-06-10,25.580000,25.590000,25.493999,25.493999,24.348518,2500
2020-06-11,25.030001,25.030001,24.656000,24.656000,23.548172,1100
2020-06-12,24.770000,24.770000,24.761999,24.761999,23.649408,300
2020-06-15,24.780001,24.934000,24.780001,24.934000,23.813681,200
2020-06-16,25.160000,25.160000,25.010000,25.010000,23.886265,300
2020-06-17,25.075001,25.075001,25.075001,25.075001,23.948345,100
2020-06-18,25.070999,25.070999,25.070999,25.070999,23.944523,100
2020-06-19,25.031000,25.031000,25.031000,25.031000,23.906322,0
2020-06-22,25.049999,25.122999,25.049999,25.122999,23.994188,200
2020-06-23,25.261999,25.261999,25.261999,25.261999,24.126942,0
2020-06-24,24.802000,24.802000,24.802000,24.802000,23.687611,100
2020-06-25,25.062000,25.062000,25.062000,25.062000,23.935928,100
2020-06-26,24.708000,24.708000,24.708000,24.708000,23.597836,100
2020-06-29,24.929001,24.929001,24.929001,24.929001,23.808907,100
2020-06-30,25.204000,25.204000,25.204000,25.204000,24.071548,0
2020-07-01,25.264999,25.264999,25.264999,25.264999,24.129807,100
2020-07-02,25.395000,25.395000,25.395000,25.395000,24.253967,100
2020-07-06,25.511000,25.559000,25.510000,25.559000,24.410599,6600
2020-07-07,25.421000,25.421000,25.421000,25.421000,24.278799,100
2020-07-08,25.504999,25.504999,25.504999,25.504999,24.359024,0
2020-07-09,25.430000,25.430000,25.430000,25.430000,24.287394,100
2020-07-10,25.556999,25.556999,25.556999,25.556999,24.408688,0
2020-07-13,25.443001,25.443001,25.443001,25.443001,24.299810,0
2020-07-14,25.563999,25.563999,25.563999,25.563999,24.415373,0
2020-07-15,25.646000,25.646000,25.646000,25.646000,24.493689,0
2020-07-16,25.636000,25.636000,25.636000,25.636000,24.484138,0
2020-07-17,25.723000,25.723000,25.723000,25.723000,24.567228,0
2020-07-20,25.848000,25.848000,25.848000,25.848000,24.686613,0
2020-07-21,25.878000,25.878000,25.878000,25.878000,24.715265,0
2020-07-22,25.924999,25.924999,25.924999,25.924999,24.760153,0
2020-07-23,25.768999,25.768999,25.768999,25.768999,24.611162,0
2020-07-24,25.688999,25.688999,25.688999,25.688999,24.534756,100
2020-07-27,25.799999,25.799999,25.799999,25.799999,24.640768,0
2020-07-28,25.750000,25.750000,25.750000,25.750000,24.593016,200
2020-07-29,25.868000,25.868000,25.868000,25.868000,24.705715,0
2020-07-30,25.764000,25.764000,25.764000,25.764000,24.606386,0
2020-07-31,25.870001,25.870001,25.870001,25.870001,24.707624,100
2020-08-03,25.990000,25.990000,25.990000,25.990000,24.822233,100
2020-08-04,26.028000,26.028000,26.028000,26.028000,24.858524,0
2020-08-05,26.149000,26.149000,26.106001,26.106001,24.933022,300
2020-08-06,26.174999,26.174999,26.174999,26.174999,24.998920,0
2020-08-07,26.177000,26.177000,26.177000,26.177000,25.000830,0
2020-08-10,26.205000,26.205000,26.205000,26.205000,25.027573,0
2020-08-11,26.136000,26.136000,26.136000,26.136000,24.961672,100
2020-08-12,26.264000,26.264000,26.264000,26.264000,25.083921,0
2020-08-13,26.240000,26.240000,26.240000,26.240000,25.060999,0
2020-08-14,26.264999,26.264999,26.264999,26.264999,25.084875,0
2020-08-17,26.264999,26.264999,26.264999,26.264999,25.084875,0
2020-08-18,26.305000,26.305000,26.305000,26.305000,25.123079,0
2020-08-19,26.266001,26.266001,26.266001,26.266001,25.085833,0
2020-08-20,26.285000,26.285000,26.285000,26.285000,25.103977,100
2020-08-21,26.320000,26.320000,26.320000,26.320000,25.137405,0
2020-08-24,26.410999,26.410999,26.410999,26.410999,25.224316,0
2020-08-25,26.434999,26.434999,26.434999,26.434999,25.247238,0
2020-08-26,26.490000,26.490000,26.490000,26.490000,25.299767,0
2020-08-27,26.424000,26.424000,26.424000,26.424000,25.236732,100
2020-08-28,26.514999,26.514999,26.514999,26.514999,25.323643,0
2020-08-31,26.493999,26.493999,26.493999,26.493999,25.303587,0
