Date,Open,High,Low,Close,Adj Close,Volume
2020-08-18,9.981000,9.981000,9.981000,9.981000,9.906534,100
2020-08-19,9.981000,9.981000,9.981000,9.981000,9.906534,0
2020-08-20,10.025000,10.025000,10.025000,10.025000,9.950205,100
2020-08-21,10.025000,10.025000,10.025000,10.025000,9.950205,0
2020-08-24,10.025000,10.025000,10.025000,10.025000,9.950205,0
2020-08-25,10.015000,10.015000,10.015000,10.015000,9.940280,100
2020-08-26,10.015000,10.015000,10.015000,10.015000,9.940280,100
2020-08-27,10.015000,10.015000,10.015000,10.015000,9.940280,0
2020-08-28,9.981000,9.981000,9.981000,9.981000,9.906534,100
2020-08-31,10.000000,10.000000,10.000000,10.000000,9.925392,100
2020-09-01,10.030000,10.030000,10.030000,10.030000,9.955170,0
2020-09-02,10.055000,10.055000,10.055000,10.055000,9.979982,100
2020-09-03,10.050000,10.050000,10.050000,10.050000,9.975020,100
2020-09-04,10.000000,10.000000,10.000000,10.000000,9.925392,100
2020-09-08,10.003000,10.003000,10.003000,10.003000,9.928370,100
2020-09-09,10.004000,10.004000,10.004000,10.004000,9.929362,0
2020-09-10,10.006000,10.006000,10.006000,10.006000,9.931345,0
2020-09-11,10.016000,10.016000,10.016000,10.016000,9.941274,100
2020-09-14,10.015000,10.015000,10.015000,10.015000,9.940280,0
2020-09-15,10.015000,10.015000,10.015000,10.015000,9.940280,100
2020-09-16,10.005000,10.005000,10.005000,10.005000,9.930356,100
2020-09-17,10.015000,10.015000,10.015000,10.015000,9.940280,0
2020-09-18,10.000000,10.000000,10.000000,10.000000,9.925392,100
2020-09-21,9.985000,9.985000,9.985000,9.985000,9.918441,0
2020-09-22,9.996000,9.996000,9.996000,9.996000,9.929366,0
2020-09-23,9.972000,9.972000,9.972000,9.972000,9.905526,100
2020-09-24,9.965000,9.965000,9.965000,9.965000,9.898573,0
2020-09-25,9.965000,9.965000,9.965000,9.965000,9.898573,0
2020-09-28,9.970000,9.970000,9.970000,9.970000,9.903540,100
2020-09-29,9.970000,9.970000,9.970000,9.970000,9.903540,0
2020-09-30,9.970000,9.970000,9.966000,9.966000,9.899566,70600
2020-10-01,9.960000,9.975000,9.950000,9.975000,9.908505,18900
2020-10-02,9.975000,9.975000,9.975000,9.975000,9.908505,100
2020-10-05,9.945000,9.945000,9.945000,9.945000,9.878706,0
2020-10-06,9.956000,9.956000,9.956000,9.956000,9.889633,0
2020-10-07,9.945000,9.945000,9.945000,9.945000,9.878706,0
